data,X_utm,Y_utm,class
Hünd,424339.989525022,5277952.02739473,nd
Hünd,421019.822986517,5275604.01482267,nd
Hünd,423182.96128027,5274451.30101392,nd
Hünd,421799.292961056,5273774.97388836,nd
Hünd,422794.674257457,5272995.83954991,nd
Hünd,418350.468064715,5271556.85987253,nd
Hünd,415791.504029217,5271761.09044995,nd
Hünd,414101.742713613,5274251.2657228,nd
Hünd,417697.324589161,5275677.7955453,nd
Hund,412743.090819434,5277731.90717122,nd
Hünde,418268.680880782,5268938.01799607,nd
Hünd,421914.271057165,5269560.61138242,nd
Hund,360846.025064189,5269650.84264657,nd
Hunda,359914.533470417,5270569.36471441,nd
Hēnd,390699.43029175,5307975.25993878,nd
Hiend,390699.43029175,5307975.25993878,nd
Händ,390396.810747869,5304476.59827182,nd
Hend,389070.049387929,5300968.61947799,nd
Hind,398054.9560166,5300293.97941129,nd
Hünd,398247.38208666,5301574.65316279,nd
Hünd,400368.446883653,5302830.63871026,nd
Hünd,399249.862405437,5305042.39874667,nd
Hund,397181.720095769,5307985.01021998,nd
Hund,394741.736551069,5303158.34650094,nd
Hünd,393589.171169104,5299833.0267129,nd
Hünd,400290.190926957,5306397.33325195,nd
Hünd,401336.865326197,5304391.5608331,nd
Hind,402553.235078003,5302822.27207225,nd
"Hund, Hind",402822.572179127,5301624.86039085,nd
Hund,400885.971616205,5312219.27302814,nd
Hund,403273.428682999,5299461.68436854,nd
"Hund, Hünde",409225.221775615,5300917.08973593,nd
Hünd,409789.203562247,5299371.92381049,nd
Hund,405019.614640166,5303928.47252762,nd
"Hund, Hind",404419.483939296,5302822.21707593,nd
"Hund, Hind",403122.140856019,5308014.45340765,nd
Hünd,406759.731365706,5307669.89472203,nd
Hind,411150.906345808,5302704.74797206,nd
Hind,414801.080540496,5300228.57938828,nd
Hund,416303.024745379,5299310.65614389,nd
Hind,419818.689427223,5299406.46091907,nd
Hind,420952.008045701,5300251.2488,nd
Hind,419009.238880122,5300974.02126659,nd
Hünd,421432.059387605,5305176.96625735,nd
hind,417622.604769293,5305880.39213858,nd
"Hund, Hind",422694.998549713,5309434.10417808,nd
Hund,413150.359551828,5306839.75169798,nd
Hünd,415927.193802772,5305108.90079606,nd
Hend,423209.454751416,5299128.11057458,nd
Hind,412957.532469283,5303369.80829422,nd
Hend,345169.299328907,5296763.17479467,nd
Honde,346010.859566793,5297051.01024576,nd
Hunda,346355.372491678,5298569.92996541,nd
Hund-da,347212.025455936,5295980.44846143,nd
Hunda (Hend),348614.712779367,5294173.11924191,nd
Hunda,343284.377759018,5296964.04722712,nd
Hunda,349697.734901068,5292986.1103846,nd
"Hend, Hunda",348071.595329469,5294241.83235151,nd
Hund,352449.045944307,5295428.6896146,nd
Hunde,354561.110386197,5293147.80555553,nd
Hundå,354186.080078661,5290993.17183468,nd
Hind,351775.525498242,5291273.37191861,nd
Hunde,356743.712398726,5293440.38845088,nd
Hunda,357704.391839679,5295046.94885628,nd
Hend,358002.751162399,5296945.64408547,nd
Hund,359394.966887289,5296561.36665447,nd
Hunda,356267.728305008,5299112.48729253,nd
Hunda,360172.169537876,5293193.16736299,nd
Hunda,361415.250876484,5291481.96773511,nd
Hund,361886.901109691,5297988.11209342,nd
"Hund, Hunda",355511.108901866,5294689.8007912,nd
Hend,363619.610809515,5297880.28834524,nd
Hind,363616.471091637,5296698.32205628,nd
Hünd,368280.930455451,5296733.73012294,nd
Hünd,368280.930455451,5296733.73012294,nd
Hend,369399.90200224,5298488.58692261,nd
Hind,363632.2588735,5299623.58731216,nd
Hund,371232.994927329,5291111.04465755,nd
Hend,375861.15287438,5290031.65333837,nd
Hund,375861.15287438,5290031.65333837,nd
Hi(e)nd,377146.343999193,5297838.54614176,nd
Hund,375715.940727258,5296611.54943685,nd
Hend,375356.72389715,5294328.78188852,nd
Hund,376281.215627757,5293410.56189476,nd
Hunda,377899.829463926,5294082.25938053,nd
Hund,378548.782546967,5295514.04006662,nd
Hund,376281.215627757,5293410.56189476,nd
Hunde,377117.452613655,5291921.75961812,nd
Hunde,377117.452613655,5291921.75961812,nd
Hund(a),378939.103295246,5297270.3948495,nd
Hind,390682.703574785,5296929.89665734,nd
Hund,392206.865811537,5296623.36242272,nd
"Hund, Hind",396778.68853717,5298179.8445507,nd
Hund,399483.626927546,5298704.75232412,nd
Hunde,399096.311712314,5297356.29383736,nd
Hund,398743.79692409,5295694.85326557,nd
Hünd,397369.24964569,5295893.60119953,nd
Hünd,394556.206768349,5293670.61785923,nd
Hund,399380.934019936,5293483.6406659,nd
Hund,394647.271684606,5290848.45124079,nd
Hünd,398168.833705951,5292042.89608028,nd
Hünd,398400.330105125,5290156.6838223,nd
Hind,393294.682420884,5290139.42745031,nd
Hend,391591.289381845,5291659.67529345,nd
Hund,387964.94431606,5290605.72055017,nd
Hend,388131.179633369,5293663.27531469,nd
Hund,388774.250567675,5297883.49559115,nd
Hund,400635.825807581,5297974.45089868,nd
"Hund, Hünd",401115.914309986,5295532.67273056,nd
Hind,402594.437719428,5295716.60950005,nd
Hünd,404612.489130292,5291650.89779009,nd
Hünd,412111.734143868,5292088.16683171,nd
Hünd,412162.189466372,5294229.5513735,nd
Hünd,403175.826506232,5287384.6937804,nd
Hünd,421142.549449466,5297817.54306335,nd
Hund,420566.892828518,5296561.51224484,nd
Hind,420603.726165343,5295098.1249611,nd
"Hund, Hind",418603.845539978,5294703.47787796,nd
Hünd,417275.883664967,5295014.65391058,nd
Hind,413180.071041471,5294973.45869268,nd
Hind,416289.322316142,5293859.39689072,nd
Hünd,417190.039481714,5293148.34957612,nd
Hind,419337.243899801,5293048.02562071,nd
Hünd,423014.196251314,5292319.92852689,nd
Hund,421568.818595252,5290985.38090264,nd
"Hund, Hünde",425361.078245382,5288030.76349002,nd
Hünd,416364.772446553,5290262.19597535,nd
Hund,356943.519127835,5290601.99648357,nd
Hunda,354337.281638082,5288532.85479932,nd
Hund,356806.517535832,5286598.75000311,nd
Hundā,361270.026218206,5287822.54685372,nd
der Hund,362026.076263291,5286456.80663261,nd
Hundä,355319.543460372,5284717.35575957,nd
Hind,354590.176822919,5282929.61969288,nd
Hund,360019.399678969,5283464.65265274,nd
Hunda,358463.200043167,5285601.80433095,nd
Hund,353151.378834834,5289074.29137072,nd
Hund,362627.015890683,5290443.4484335,nd
Hund,367471.466030509,5289929.30608796,nd
Hunda,370068.845538021,5288408.36738147,nd
Hunde,372719.844251917,5286295.94673931,nd
Hundä,371011.165665963,5284465.65456829,nd
Hunda,372054.550557507,5283684.2731996,nd
Hunda,373141.670773319,5283999.56532678,nd
"Hunde, Hind",369752.723954387,5281162.45306538,nd
"Hunda, Hind",369752.723954387,5281162.45306538,nd
Hundă,366097.429604459,5282371.85060335,nd
Hundea,370031.628957084,5283324.4282244,nd
Hundĕ,366829.231325729,5285109.30011647,nd
Hund,362475.462928334,5280995.27748924,nd
Hunda,365098.624512878,5281299.67632923,nd
Hunde,364455.687288051,5283520.7328107,nd
"Hund, Hunde",367044.446549404,5287460.5629076,nd
Hunda,373817.449408808,5286668.93386391,nd
d'Hundr,379864.018238386,5289104.57938155,nd
Hunda,379864.018238386,5289104.57938155,nd
Hunda,381273.32155267,5287354.45023805,nd
Hünde,379173.607559313,5286451.59732648,nd
"Hünd, Hünda",376932.07194162,5284341.67003752,nd
Hunda,380164.083779572,5283401.322599,nd
Hind,380414.256549598,5282279.89397229,nd
Hunde,379627.6122882,5282688.6048049,nd
Hund,377349.066580208,5281159.63140687,nd
Hend,377700.887503642,5289765.7477755,nd
Hund,379845.767431473,5285577.08593446,nd
Hend,389087.068389801,5287382.22217149,nd
"Hund, Hünd",391824.238657513,5287510.67048035,nd
Hind,395342.049924605,5288266.63612569,nd
Hünd,398185.492264962,5287910.3263136,nd
Hund (Hünd),397665.795577911,5285613.75784525,nd
Hüng,395758.253238595,5285132.95232918,ng
Hüng,393841.284816128,5286495.09265609,ng
Hund,391204.980713553,5285924.64323521,nd
Hund,389975.909694587,5285125.09167374,nd
Hund (m),387733.714028431,5282674.27392112,nd
Hénd,387733.714028431,5282674.27392112,nd
Hend,387733.714028431,5282674.27392112,nd
Hind,388167.941342312,5285537.62395765,nd
Hung,390549.916096873,5283051.93056084,ng
d' Hung,392114.343800969,5282734.73932389,ng
Hüng,394769.121341079,5281723.31575113,ng
Hūng,397036.084584904,5283355.86620199,ng
Hünd,399660.746345815,5285442.20835337,nd
Hüng,392475.468953693,5281032.63789199,ng
Hin͜g,391133.18970756,5280968.66814083,ng
d'Hünd,389151.502540749,5283013.94912344,nd
Hünd,403175.826506232,5287384.6937804,nd
Hünd,407594.434235857,5289015.73938393,nd
Hünd,409848.83929945,5289299.31348223,nd
Hünd,412408.704718524,5289275.65800947,nd
Hünd,411527.618355484,5284883.59124816,nd
Hund,409731.864799753,5285922.81978311,nd
Hunde,407938.038774728,5286240.01324229,nd
Hund,404967.183171728,5285025.01377005,nd
Hünd,407321.724775358,5281222.8963382,nd
Hünde,409814.024654876,5282467.65887556,nd
Hünd,405346.718067631,5282668.74601173,nd
d' Hünd,415255.049445532,5287412.53521114,nd
Hünd,418010.523534468,5288335.6122861,nd
d'Hůnd,418595.164508964,5287092.38500043,nd
Hünd,421386.907856392,5288068.79045243,nd
Hünd',416288.142148906,5286716.12176789,nd
Hünd,415507.412047095,5285274.54529613,nd
de Hunde,417808.396360331,5285550.55458462,nd
Hünd,412747.503047414,5285529.89584172,nd
Hünd,413957.765496143,5284431.33923175,nd
Hünd,416632.70112513,5284072.19487714,nd
Hünd,419920.704977723,5283203.36920885,nd
Hünd,412979.664095699,5281544.56089574,nd
Hünd,414507.696372628,5281621.94024545,nd
Hund,426062.727975515,5290253.82390436,nd
Hünd,425361.078245382,5288030.76349002,nd
"Hund, Hunda",354996.600179651,5281400.43659218,nd
Hund,356742.982595064,5281279.31647277,nd
d' Hunda,361072.804781423,5279755.40164884,nd
Hunde,361605.102959845,5279076.64877711,nd
Heng,359787.822381679,5278309.51213413,ng
d' Hunda,358868.744867713,5276913.9385239,nd
Hend,358268.990509855,5277596.80953483,nd
Heng,356747.82473176,5277019.09673559,ng
Hend,354148.199010534,5277158.12753732,nd
d'Hunde,351634.240312944,5277265.00222655,nd
Hunda,357608.400140424,5275539.05563503,nd
Hundă,358298.479477571,5274296.82360276,nd
"Hund, Hunda",358602.717419757,5273042.90477252,nd
"Hund, Hend",360619.289510877,5272917.62892098,nd
"d' Hend, d' Hunda",361935.001434041,5276257.77631294,nd
"a Hund, d' Hunde",381018.625891856,5273859.94948252,nd
Hu(ö)nd,386899.10508169,5372587.16787625,nd
Hund u. Hind,386899.10508169,5372587.16787625,nd
Hund ,386899.10508169,5372587.16787625,nd
Hään,388924.604182398,5371487.31295333,nn
Hend,384702.275440994,5370357.59648267,nd
Hůnd,384702.275440994,5370357.59648267,nd
Hünd,388007.695177745,5368782.26412204,nd
Hend,381506.236920954,5358335.38412454,nd
Hůnd,384153.28417607,5368677.51695894,nd
Hind,384153.28417607,5368677.51695894,nd
Hund,385451.500776734,5363900.83045917,nd
Hund,388325.566876364,5364012.46925444,nd
"Hund, Hǖnd",387887.722120025,5365524.44639043,nd
Hend,383051.626497305,5370015.64688292,nd
Höin,391582.555500486,5373179.19797177,nn
Heïn,394614.261955274,5372462.47416866,nn
Hend,401712.546738879,5371934.28402025,nd
Hönd,393987.587898601,5370215.9234711,nd
Hund,392333.006771399,5367183.87848546,nd
Hund,390396.518322012,5367722.52077575,nd
Hünd,390552.722066364,5364208.07097061,nd
Hend,397150.708827703,5363931.01600115,nd
hind,397907.60911768,5364863.52330367,nd
Hĕnd,401077.514415342,5363968.94601663,nd
Hend,399886.478890323,5367720.13694051,nd
Hund,402440.149557845,5371572.55632102,nd
Hund,402440.149557845,5371572.55632102,nd
Hond,405094.528425294,5371333.90525091,nd
Hind,405638.792573838,5369270.13554446,nd
Hend,401871.908766251,5369065.16376966,nd
Hind,412323.347543159,5368670.05012762,nd
Hind,412425.913289487,5366888.49349147,nd
Hind,412094.149497082,5364955.79721753,nd
Hund,413821.07987527,5372193.62295272,nd
Hind,415914.68927909,5371616.20200385,nd
Hind,420043.158403939,5372232.23711392,nd
Hund,421128.218808615,5371836.77054754,nd
Hint,422273.13444696,5371591.88969046,nd
Hund,423612.028539969,5370656.45483057,nd
Hünd,420109.828013382,5370832.70984687,nd
Hind,424741.382430613,5369495.11786305,nd
"Hėnd, Hund",424571.520214158,5368453.46977749,nd
Hünd,423876.044634838,5367043.10902192,nd
Hünd,420109.828013382,5370832.70984687,nd
Hend,425493.550787579,5364805.93542329,nd
Hunde,422040.167721407,5363740.68462843,nd
Hünd,419209.654847475,5363994.9033076,nd
Hunde,413780.596715075,5368665.44210224,nd
Hund,417690.499405329,5367302.00185027,nd
Hend,376405.516469045,5362484.07634807,nd
"Hund, Hend",373502.128189294,5358294.61450324,nd
Hend,371353.349627379,5357026.25258842,nd
Hund,373267.247580914,5356668.51403878,nd
Hend,375423.035551298,5357292.46861485,nd
Hind,374233.781134156,5355764.08850956,nd
"Hund, Hind",372937.057269327,5355028.98468678,nd
Hůnd,375787.537186532,5355185.02240983,nd
Hend,386628.460888771,5363127.71329285,nd
Hund,385470.446769907,5362640.61406727,nd
Hund,385470.446769907,5362640.61406727,nd
Hend,385470.446769907,5362640.61406727,nd
Hünde,384712.638518721,5361490.65492248,nd
Hünd,384697.369426211,5360156.63066553,nd
Hend,382836.22392415,5360452.73893806,nd
"Hünd', Hund'",381506.236920954,5358335.38412454,nd
Hend,380479.790845048,5358253.49155019,nd
Hend,388812.790265051,5361607.8100201,nd
"Hund, Hünd",388070.543985255,5359453.05462186,nd
Hend,386329.030234806,5357232.68313251,nd
Hund,386329.030234806,5357232.68313251,nd
Hund,383875.595425402,5357930.59380467,nd
Hůnd,382909.063636156,5356442.64111922,nd
Hund,382804.664274281,5355441.81561719,nd
Hund,396140.200334019,5362906.5119719,nd
Hi̊nd,395522.151140029,5361302.31714272,nd
Hend,394315.21884617,5359275.48912436,nd
Hound,395866.338206469,5358673.08821328,nd
Hend,395866.338206469,5358673.08821328,nd
Heind,395866.338206469,5358673.08821328,nd
Hend,397391.461122285,5359770.50947814,nd
Hend,398351.592488357,5361273.13007759,nd
Hind,399256.859731905,5361840.69656182,nd
Hend,398662.297827365,5355739.46012966,nd
Hünd,397496.567073471,5354677.43427758,nd
Hünd,394672.761044706,5357067.33280953,nd
Hind,392711.191996994,5355806.49042329,nd
Hund,391975.615307425,5354893.11860301,nd
Hund,409522.02641459,5362480.31204739,nd
Hend,407807.198098554,5359945.24709156,nd
Hund,412322.975989578,5360136.03626636,nd
Hind,409883.114793782,5357810.62156437,nd
Hind,408129.293385113,5355868.64395337,nd
Hund,404912.986027959,5355958.26367578,nd
"Hund, Heend",402896.038332463,5357059.73192978,nd
Hund,403616.354837693,5359683.57928836,nd
Hind,412957.927709178,5353923.73428091,nd
Hind,417943.33767767,5363262.67175841,nd
Hind,418649.306294892,5361144.62956632,nd
Hind,421345.476323006,5361351.17238364,nd
Hünd,425042.961720464,5362005.91438862,nd
Hünd,425401.390085205,5359824.46276319,nd
"Hund, Hind",418408.89022925,5358841.22361407,nd
Hind,416699.780322709,5358456.9314125,nd
Hünd,414260.049007509,5362042.00682246,nd
Hend,415049.795734039,5359416.37406268,nd
Hund,413882.667392559,5356976.97932944,nd
Hund,415445.390371756,5355793.94045189,nd
Hint,416710.191212154,5354721.32495663,nd
Hünd,419067.483443563,5354538.28990889,nd
Hend,374989.145786759,5354211.73534821,nd
Hend,376014.982229777,5352695.85481543,nd
Hind,374036.562167936,5349266.54245838,nd
Hend,372496.44689122,5347837.42124067,nd
Hend,376632.605089692,5353950.09079866,nd
Hēnd,378509.788637963,5353966.36912887,nd
Hend,377961.442912462,5353604.49023817,nd
Hend,376861.485102079,5351677.78464223,nd
Hind,383495.078272518,5353175.93336198,nd
Hend,382974.193807774,5351936.80815235,nd
Hend,382781.924888551,5349444.46194092,nd
"Hund, Hend",381217.175862179,5347752.26984696,nd
Hund,380847.983253449,5345822.97088681,nd
Hend,385127.961560527,5346112.02786293,nd
"Hund, Hünd",385127.961560527,5346112.02786293,nd
Hend,385127.961560527,5346112.02786293,nd
Hend,388872.822507103,5351573.88250243,nd
Hund,390349.098430533,5351967.75085877,nd
Hend,397163.862013022,5352102.84616287,nd
Hind,400733.899616564,5349415.51553381,nd
"Hund, Hond",396670.171446976,5348766.25099954,nd
"Hund, Hend",393757.941750212,5349585.92575057,nd
Hend,391152.022282955,5347061.16826502,nd
Hund,395329.94845189,5346543.68677536,nd
Hund,396318.2988754,5345170.28205568,nd
Hund,396318.2988754,5345170.28205568,nd
Hünd,402195.306418486,5354058.72343204,nd
Hund,401416.88752646,5351578.35818575,nd
Hind,406180.509683849,5415092.20225998,nd
Hünd,408003.476798359,5353269.1025019,nd
Hund,412825.584192507,5349688.86894505,nd
Hind,411598.029614296,5352471.63689702,nd
Hind,411965.274770192,5348889.41934117,nd
Hünd,410866.332156224,5347935.95490544,nd
Hund,411987.034166004,5346552.18272011,nd
Hind,411940.603993602,5345468.945995,nd
"Hund,Hind",406677.770935849,5349559.55273294,nd
Hind,406677.770935849,5349559.55273294,nd
Hint,405439.286642824,5346953.94993718,nd
Hund,413866.640698412,5353230.61056711,nd
Hund,415509.513060789,5352329.90456078,nd
Hind,415509.513060789,5352329.90456078,nd
Hünd,420185.351603405,5353757.61543679,nd
Hünd,428354.066602432,5357278.43167404,nd
"Hund, Hünd",421481.063463181,5351283.79905176,nd
Hind,422170.065396854,5349335.51897718,nd
Hind,422503.123050097,5346934.15323565,nd
Hind,415168.182422849,5347984.75390936,nd
Hind,414911.027725916,5346616.71026827,nd
Hind,415283.247930648,5344443.29067332,nd
Hend,364861.548937845,5345114.30709599,nd
Hund,372496.44689122,5347837.42124067,nd
Hind,364861.548937845,5345114.30709599,nd
Hund,364861.548937845,5345114.30709599,nd
Hund,374047.958677155,5343198.12437177,nd
Hend,374047.958677155,5343198.12437177,nd
Hend,375512.157660455,5339169.53663486,nd
Hund,375001.63980389,5336632.04535983,nd
Hend,374875.739388194,5337777.90860622,nd
Hund,380053.329578593,5344441.9213713,nd
Hend,380053.329578593,5344441.9213713,nd
Hund,377986.180973648,5342565.42990695,nd
"Hond, Hend",377987.455880727,5340504.9448218,nd
Hend,380551.403485042,5338284.66778055,nd
Hund,383569.073741823,5338011.09904591,nd
Hend,378394.493901153,5341538.15961873,nd
Hund,390105.061573184,5342926.18098071,nd
Hund,391536.917570006,5343724.88900793,nd
Hund,393341.125501481,5342813.60404119,nd
Hund,394167.839008249,5343168.45028282,nd
Hend,395643.052015197,5342274.03285647,nd
Hund,397276.29689375,5343239.47583988,nd
Hind,399520.95186313,5342014.29407212,nd
Hund,394042.344134618,5340570.171391,nd
Hund,392377.813101991,5340696.93292608,nd
Hund,389678.748809885,5339741.10757526,nd
Hund,389045.765135626,5337805.37055967,nd
"Hund, Hend",393757.708086994,5338252.8206176,nd
Hund,393411.478944098,5337786.73736406,nd
Hind,404454.899150714,5343756.1947199,nd
Hind,404230.635338511,5342297.95859341,nd
Hind,401627.658072731,5339111.36877535,nd
Hind,409458.750240941,5344397.18816678,nd
Hund,412386.699519668,5343288.61380688,nd
Hünd,413040.337677422,5341295.27378128,nd
Hind,411348.797717406,5340923.29804076,nd
Hind,409195.360788276,5341752.05912466,nd
Hünd,410583.615575669,5340076.96797513,nd
Hind,413120.621177193,5340126.73242456,nd
Hünd,412048.968280859,5336837.95886951,nd
Hind,408594.728048533,5338480.85932547,nd
Hund,408349.468473918,5335887.7382287,nd
Hind,412952.966597757,5335168.75974556,nd
Hind,416855.466937449,5343750.88875565,nd
Hund,422335.724041365,5344398.43454013,nd
"Hund, (Hind)",423345.342471757,5341290.95113888,nd
Hund,418008.4202677,5337574.22729173,nd
Hind,418684.098602729,5336733.02104074,nd
"Hund, Hind",424810.312531668,5336378.99782618,nd
Hund,376935.331930131,5394345.73071413,nd
Hōnd,376131.327999923,5392977.77815718,nd
Hend,378607.997633878,5401611.09168557,nd
Hind,379868.807896928,5399783.47893839,nd
Hůnd,379868.807896928,5399783.47893839,nd
Hůnd,379868.807896928,5399783.47893839,nd
Hund,380776.038126104,5398242.81885063,nd
Hönd,383273.994241188,5396767.96161211,nd
Hönd,385200.149410663,5397358.70836074,nd
Hund,387060.731415206,5397418.77564855,nd
"Hund, Hend",388603.265133758,5399397.27835999,nd
Hund,388603.265133758,5399397.27835999,nd
Hing,388570.541253662,5396010.81365496,ng
Hönd,386876.447911815,5395212.95249545,nd
Hung,386037.61528454,5395662.49760385,ng
Heöng,383455.694775891,5394922.6758421,ng
Hünd,385473.405954282,5394344.03072932,nd
Hönd,385892.496069953,5393701.65372013,nd
Höhnd,386682.467205485,5393115.19748056,nd
Heund,389355.136544632,5394110.47935875,nd
Hund,378750.361645341,5395715.19524629,nd
Hend,380858.320317309,5394322.23764353,nd
Hund,382709.075027775,5393681.6472937,nd
Hend,379209.861773399,5392371.35969386,nd
Hund,385949.857196199,5392066.96386122,nd
Hund,377847.604788851,5397018.10236553,nd
Höünd,385016.991145565,5398903.71297667,nd
Hung,396208.996459261,5396896.14230397,ng
Hünd,394268.255475184,5398705.96135801,nd
Hund,396206.055489265,5399637.12337097,nd
Hung,399265.782530474,5400352.94597641,ng
Hung,399512.293056698,5397450.85996703,ng
Hünd,398195.809298155,5396785.21943383,nd
Hünd,399292.821614444,5396044.88957245,nd
Hind,401290.887315938,5395970.45290483,nd
Hung,399577.498792202,5394147.31378009,ng
Hünd,397554.555641911,5394588.61655162,nd
Hun͠g,398077.236571346,5392361.93617157,ng
Hun,401183.691400449,5392639.97922198,nn
Hünd,392260.87926558,5396562.52345927,nd
Höhnd,390755.097271696,5396136.85905371,nd
Hönd,394483.787589766,5395304.9019947,nd
Hönd,393106.035953697,5394690.50004242,nd
Hund,390425.030201105,5391932.27377434,nd
Hund,390279.347236517,5400516.21698001,nd
Hūnd,391244.927751114,5399041.81135329,nd
Hund,394546.237697966,5390437.88473648,nd
Hong,403437.522935328,5399136.44415883,ng
Hund,405171.800978469,5398272.91285186,nd
d' Hung,410457.408206544,5396939.59264293,ng
d' Hüng,412436.606669897,5399258.76585142,ng
Hung,402440.149557845,5371572.55632102,ng
Hing,410425.884603391,5394089.32057758,ng
Hung,402508.484752196,5394599.31911314,ng
Hung,403835.048015377,5392978.65364243,ng
Henn,405233.959995223,5391497.20337796,nn
"Hünd, Hind",419588.203527235,5397991.9533515,nd
"Hünd, Hind",420091.949239669,5395973.50560478,nd
Hund,425138.020648571,5398581.03706943,nd
Hund,423903.011218159,5395689.25392679,nd
Hund,426185.870883364,5396115.68441138,nd
Hund,425096.267900071,5392642.50941171,nd
Hund,421652.975169179,5391472.10119735,nd
Hünd,415927.908519606,5391927.3354283,nd
Hend,374865.874003339,5388237.26030277,nd
Hund,375263.175088487,5386908.40953932,nd
Ho(u)nd,374865.874003339,5388237.26030277,nd
"Hund, Hind",378130.105101709,5390842.26442364,nd
Hend,380019.552284366,5391763.5087057,nd
Hund,380858.320317309,5394322.23764353,nd
Hund,381288.784716232,5392082.37986078,nd
"Höund, Hend",383294.564309107,5392022.54730075,nd
Hind,384126.871260894,5390667.56806296,nd
d'Hehnd,387567.108736421,5390995.76066032,nd
Hūnd,382753.786259492,5389154.80176321,nd
Hind,385606.333141196,5388287.60901649,nd
Hend,385606.333141196,5388287.60901649,nd
Hond,386975.757093617,5386164.94552814,nd
"Hund, Hend (Mehrz.)",388760.658568237,5386426.26797374,nd
Hund,389155.792576301,5385153.05679591,nd
Hend,388513.391446074,5384215.01615307,nd
Hend,389087.687054645,5383305.2106127,nd
Hȫnd,386800.789882799,5383623.14946976,nd
Hind,380545.227745506,5390435.65649348,nd
"Hund, Hind",377246.412559743,5391937.97586548,nd
Hund,382048.497009974,5387746.17519194,nd
Huönd,385249.524872923,5384631.98409522,nd
Hüend,390622.865967791,5390631.86987041,nd
Heng,392891.249355793,5390104.47202838,ng
Hǖnd,371233.093658251,5291115.49011501,nd
Hing,397445.445504123,5390951.29687321,ng
Huend,400096.60420029,5390595.52883292,nd
Hünd,397409.325762719,5388366.75629932,nd
"Hund, Hunde",398203.570802129,5387463.90728816,nd
Hūn,391379.941685435,5388868.07916411,nn
"Hǖnd, Hūnd",390229.710831999,5388001.96642514,nd
Hoang,392365.004166129,5387706.05317803,ng
Hing,394898.790528561,5388215.20330306,ng
Hīnd ,394901.539033717,5386903.07891126,nd
Hǖnd,396350.182858312,5385635.30228639,nd
Heend,394141.694160414,5385459.58879633,nd
Hünd,396454.86796428,5384392.48183721,nd
Hüend,396454.86796428,5384392.48183721,nd
Heng,395491.84196685,5390820.51110816,ng
Hünd,413528.071248848,5390243.78641555,nd
Hond,408195.184446349,5389109.80187344,nd
Hund,405373.109861535,5388432.77916454,nd
Hǖnd,401839.525758911,5387144.64970369,nd
Hund,407279.037627669,5387701.6693606,nd
Hünd,404224.742584596,5386377.47929546,nd
Hung,403648.90730003,5385378.84722153,ng
"Hend, Hünde",406790.189549552,5382120.49023166,nd
Hund,406516.091190362,5383250.21989074,nd
Heͥnd,407747.535896432,5384408.46303294,nd
Hund,408268.792213809,5386078.82367802,nd
Hüend,403066.842556645,5384458.20760327,nd
Hund (Hind),411590.103424764,5384801.53805679,nd
Hend,421128.160149037,5389650.56536323,nd
Hund,418050.182582035,5388911.90242643,nd
Hound,418050.182582035,5388911.90242643,nd
Hind,416853.252214201,5388080.06461397,nd
Hund,415707.581602487,5386316.01444911,nd
Hund,418727.928190784,5386565.0830752,nd
"Hund, Hind",420430.094068579,5386438.4653232,nd
Hind,425928.539433016,5385740.80132485,nd
Hind,419180.319427668,5384502.87992654,nd
Hünd,414189.58859086,5384212.07535032,nd
Hond,417031.174025937,5383654.72043972,nd
"Hund, Hind",416490.700429879,5382414.16862229,nd
"Hönd (Sg.), Hind (Pl.)",376791.222365197,5378767.91998372,nd
Hejnd,376791.222365197,5378767.91998372,nd
Hund,376300.163929174,5376204.29850815,nd
Hund,374246.18741451,5375119.843131,nd
Hund,384757.642286942,5382398.0406737,nd
Hend,386313.291549195,5381505.76217337,nd
Heng,386313.291549195,5381505.76217337,ng
Hend,386876.279341622,5381027.40443915,nd
Heend,382276.332338076,5378609.61286138,nd
"Hund, Hind",383920.763541613,5377798.25103241,nd
"Hund, Hend",385620.543168407,5377399.91710213,nd
Hend,388593.15667273,5377463.86373529,nd
Hůnd,388168.191976328,5375729.84401449,nd
Hund,381275.227656963,5377347.34689971,nd
Hůnd,384241.746904585,5377032.17291363,nd
Hēn,384841.414700158,5373701.77808896,nn
Hend,380737.270309722,5373973.7571358,nd
Hēnd,387727.90696653,5382807.3078314,nd
"Hünd, d'Hünd",377565.050596971,5377921.49210989,nd
Heund,384318.178091874,5381080.44683345,nd
Hund,388391.123383282,5380983.85673765,nd
Hend,389864.242007488,5382542.7385804,nd
d'Heend,393564.959065218,5382486.05136873,nd
Hünd,394141.694160414,5385459.58879633,nd
d'Hūnd,421780.800997444,5429218.64348191,nd
Hund,411000.589384318,5422881.9932512,nd
Hend,400618.552674561,5382400.55277494,nd
Hund,391415.068189606,5380636.78978333,nd
Hēnd,391415.068189606,5380636.78978333,nd
"Hi̊nd, Hēnd",389359.802059664,5379807.21615364,nd
Hehnd,391708.189439296,5379645.97710244,nd
Hind,394114.267217517,5380076.17607752,nd
Heend,397828.40880853,5379332.71654009,nd
Hend,395875.98758655,5375962.6793391,nd
d'Hund,394117.297994971,5375596.22065375,nd
Hund,391303.682212014,5375351.69896257,nd
Hȫnd,397169.871578203,5373406.0792906,nd
Hend,399808.345082033,5374449.41119255,nd
Hǖnd,399332.713704127,5376567.09786635,nd
Hend,395845.317043873,5379660.31924281,nd
